,company_name,model,price,status,body_type,fuel_type,engine_desc,fuel_system,cooling,displacement,max_power,max_torque,cylinders_count,overall_lenght,overall_width,overall_height,seat_height,ground_clearance,wheelbase,kerb_wet,fuel_tank,bore,stroke,gears_count,clutch,gearbox,front_brake,rear_brake,front_suspension,rear_suspension,zero_cent,speedometer,tachometer,trip_meter,clock,electric_start
610,TVS,TVS Jupiter,"
₹ 48,989 - ₹ 62,606
",available,Scooter,Petrol,"109.7cc, Air-cooled, 4-stroke, Single Cylinder, OHC",NaN,Air Cooling,109.7 cc,7.8 HP @ 7500 rpm,8.4 Nm @ 5500 rpm,1,1834 mm,650 mm,1115 mm,765 mm,150 mm,1275 mm,108 kg,5 litres,NaN,NaN,Automatic,NaN,NaN,130mm Drum,130mm Drum,Advance Telescopic,Gas Charged Monoshock,NaN,Analog,NaN,NaN,NaN,1
611,TVS,TVS Max,"
₹ 39,500 - ₹ 40,200
",available,Commuter,Petrol,"109.7cc, 4-stroke, Single cylinder",NaN,Air Cooling,109.7 cc,8.28 Bhp @ 7500 rpm,8.5 Nm @ 5500 rpm,1,2005 mm,733 mm,1055 mm,NaN,NaN,1240 mm,118 kg,12 litres,53.5 mm,48.8 mm,4,NaN,NaN,130mm Drum,130mm Drum,Telescopic Forks,4 Shock Absorbers,NaN,Analog,NaN,NaN,NaN,0
612,TVS,TVS Ntorq,"
₹ 59,712
",available,Scooter,Petrol,"124.79 cc, 4 stroke, Single Cylinder, Air Cooled, OHC",Carburetor,Air Cooling,124.79 cc,9.4 HP @ 7500 rpm,10.5 Nm @ 5500 rpm,1,1865 mm,710 mm,1160 mm,770 mm,155 mm,1285 mm,116.1 kg,5.0 litres,NaN,NaN,Automatic,NaN,NaN,220mm Disc,130mm Drum,Telescopic,Gas filled Hydraulic Type Coil Spring Shock Absorber,NaN,Digital,Digital,Digital,NaN,1
613,TVS,TVS Phoenix,"
₹ 52,594 - ₹ 54,617
",available,Commuter,Petrol,"124.53cc, Single Cylinder Engine",NaN,Air Cooling,124.53 cc,10.8 Bhp @ 8000 rpm,10.8 Nm @ 5500 rpm,1,1985 mm,740 mm,1065 mm,NaN,165 mm,1265 mm,116 kg,12 litres,57 mm,48.8 mm,4,Wet Multiplate,NaN,240mm Disc,130mm Dia Drum,Telescopic Oil Damped,"Twin, 5-step adjustable hydraulic shocks with series spring",NaN,Digital,Digital,Digital,NaN,1
614,TVS,TVS Radeon,"
₹ 50,000 - ₹ 51,070
",available,Commuter,Petrol,4 Stroke Duralife,Carburettor,Air-Cooled,109.7 cc,8.4 HP @ 7000 rpm,8.7 Nm @ 5000 rpm,1,2006 mm,705 mm,1070 mm,Approx 800 mm,180 mm,1265 mm,112 kg,10 litres,53.5 mm,48.8 mm,4,Wet - Multi Plate Type,Constant Mesh,130mm Drum,110mm Drum,Telescopic oil damped front suspension,5 step adjustable hydraulic shock absorber,NaN,Analog,NaN,NaN,NaN,1
615,TVS,TVS Scooty,"
₹ 43,424 - ₹ 52,420
",available,Scooter,Petrol,"87.8cc, 4-Stroke, Single Cylinder, Air-Cooled, SOHC",NaN,Air Cooling,87.8 cc,4.93 HP @ 6500 rpm,5.8 Nm @ 4000 rpm,1,NaN,NaN,NaN,768 mm,135 mm,1230 mm,95 kg,5 litres,51 mm,43 mm,Automatic,Dry Centrifugal,NaN,Drum 110mm,Drum 110mm,Hydraulic Telescopic Forks,Mono Coil Spring,NaN,Analog,NaN,Analog,NaN,1
616,TVS,TVS Sport,"
₹ 39,900 - ₹ 49,491
",available,Commuter,Petrol,"99.7cc, 4-stroke",NaN,Air Cooling,99.7 cc,7.37 HP @ 7500 rpm,7.5 Nm @ 5000 rpm,1,1950 mm,705 mm,1080 mm,790 mm,170 mm,1236 mm,108.5 kg,10 litres,51 mm,48.8 mm,4,NaN,NaN,130mm Dia Drum,110mm Dia Drum,Telescopic Hydraulic,5 Stage Adjustable Shockers,NaN,Analog,NaN,NaN,NaN,1
617,TVS,TVS Star City,"
₹ 46,053 - ₹ 53,364
",available,Commuter,Petrol,"109.7cc, OHC",NaN,Air Cooling,109.7 cc,8.4 HP @ 7000 rpm,8.7 Nm @ 5000 rpm,1,1980 mm,750 mm,1080 mm,785 mm,172 mm,1260 mm,109 kg,10 litres,53.5 mm,48.8 mm,4,"Wet, Multi plate",NaN,130mm Dia,110mm Dia,Telescopic oil damped,5 step adjustable hydraulic shock absorber,NaN,Digital,NaN,Digital,NaN,1
618,TVS,TVS Victor,"
₹ 56,622 - ₹ 59,602
",available,Commuter,Petrol,"109.7, Single Cylinder, Air Cooling",NaN,Air-cooled,109.7 cc,9.6 HP @ 7500 rpm,9.4 NM @ 6000 rpm,1,1980 mm,750 mm,1090 mm,785 mm,175 mm,1260 mm,113 kg,8 litres,53.5 mm,48.8 mm,4,"Wet, Multi-plate Type",NaN,240mm Disc,110mm Drum,"Telescopic, Oil Damped",5-step Adjustable Hydraulic Series Spring Suspension,NaN,Digital,Analog,Digital,NaN,1
619,TVS,TVS Wego,"
₹ 53,433 - ₹ 54,369
",available,Scooter,Petrol,"109.7cc, Air-Cooled, 4 Stroke, Single Cylinder, Spark Ignition",NaN,Air Cooling,109.7 cc,7.88 HP @ 7500 rpm,8.4 Nm @ 5500 rpm,1,1834 mm,640 mm,1115 mm,770 mm,150 mm,1275 mm,108 kg,5 litres,NaN,NaN,Automatic,NaN,NaN,"130mm Drum, Dia","130mm Drum, Dia",Advanced Telescopic,"Unit Swing, Gas-Charged Hydraulic Damper",NaN,Digital,NaN,Digital,NaN,1
620,TVS,TVS XL,"
₹ 26,800 - ₹ 34,074
",available,Moped,Petrol,"99.7cc, 4 Stroke, Single Cylinder",NaN,Air Cooling,99.7 cc,4.3 HP @ 6000 rpm,6.5 NM @ 3500 rpm,1,NaN,NaN,NaN,780 mm,144 mm,1228 mm,80 kg,4 litres,51.0 mm,48.8 mm,1,Centrifugal Wet Type,NaN,110mm Drum,110mm Drum,Telescopic Spring Type Hydraulic,Swing Arm with Hydraulic Shocks,NaN,Analog,NaN,NaN,NaN,NaN
621,TVS,TVS Creon,"
₹ 90,000
",expected,Scooter,Electric,12kW Electric Motor with 3 Li-ion Batteries,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Disc,Disc,Telescopic,Monoshock,NaN,1,1,1,1,NaN
622,TVS,TVS Dazz,"
₹ 55,000
",expected,Scooter,Petrol,"4-stroke, SOHC, Air cooled",Digital Fuel Injection (DFI Logic),Air Cooling,109.65 cc,8.7 BHP @ 7500 rpm,8.7 Nm @ 5500 rpm,1,NaN,NaN,NaN,NaN,115 mm,1240 mm,93 kg,5.1 litres,53.5 mm,48.5 mm,Automatic,NaN,NaN,200mm (Disc),130mm (Drum),Telescopic shock absorber,Single shock absorber,NaN,Analog,0,0,NaN,1
623,TVS,TVS Entorq,"
₹ 1,20,000
",expected,Scooter,Petrol,"12.5cc all aluminum, liquid cooled fuel injected engine",Fuel injection,Liquid-cooled,212.5 cc,Not Revealed,Not Revealed,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.5 litres,NaN,NaN,Automatic,NaN,NaN,Roto-petal disc,Roto-petal disc,Inverted forks,Mono-shock,NaN,1,1,1,1,1
624,TVS,TVS Graphite,"
₹ 65,000
",expected,Scooter,Petrol,NaN,Carburetor,Air Cooling,150 cc,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Automatic,NaN,NaN,Disc,Drum,Telescopic,Monoshock,NaN,Digital,Digital,Digital-2,NaN,1
625,TVS,TVS Neo,"
₹ 42,000
",expected,Moto-Scooter,Petrol,"Single Cylinder, 4 Stroke, SOHC",NaN,Air Cooling,109.7 cc,8.5 Bhp @ 8000 rpm,8.5 Nm @ 4500 rpm,1,1940.00 mm,690.00 mm,1075.00 mm,NaN,150.00 mm,1260.00 mm,101.50 kg,4.00 litres,53.5 mm,48.8 mm,4,NaN,NaN,220mm Two-Calliper Disc,110mm Drum,Telescopic,Dual Shock Absorber,NaN,Analogue,None,Digital-2,NaN,1
626,TVS,TVS Qube,"
₹ 65,000
",expected,Electric Scooter,NaN,4.4 kW Motor,NaN,NaN,NaN,NaN,140 NM (At Wheel),NaN,NaN,NaN,NaN,NaN,150 mm,NaN,118 kg,NaN,NaN,NaN,Automatic,NaN,NaN,220mm Front Disc,130mm Rear Drum,Telescopic Forks,Hydraulic Twin Tube Shock Absorber,NaN,Digital,Digital,Digital,1,1
627,TVS,TVS Rockz,"
₹ 45,000
",expected,Moto-Scooter,Petrol,"Single Cylinder, 4 Stroke, SOHC",NaN,Air Cooling,125 cc,10.5 Bhp,10 Nm,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,220mm Two-Calliper Disc,110mm Drum,Telescopic,Dual Shock Absorber,NaN,Analogue,None,Digital-2,NaN,1
628,TVS,TVS Tormax,"
₹ 70,000
",expected,Moto-Scooter,Petrol,"3-vlave, liquid cooled",NaN,Air Cooling,148.7 cc,13 bhp @ 8000 rpm,12.5 Nm @ 5500 rpm,1,1955.00 mm,730.00 mm,1070.00 mm,NaN,150.00 mm,1250.00 mm,112.00 kg,NaN,59.5 mm,53.5 mm,5,NaN,NaN,290mm Disc,185mm Disc,NA,NA,NaN,Analogue,None,Digital-2,NaN,1
629,TVS,TVS Zeppelin,"
₹ 1,35,000
",expected,Cruiser,Petrol,"220cc, Single Cylinder",Hybrid,Liquid-Cooled,220 cc,20 BHP @ 8500 rpm,18.5 Nm @ 7000 rpm,1,NaN,NaN,NaN,725 mm,160 mm,NaN,168 kg,20 litres,NaN,NaN,5,NaN,NaN,Petal Disc,Petal Disc,41 mm USD Forks,MonoShock,NaN,Digital,Digital,Digital,Digital,1
630,TVS,TVS Apache (2017),"
₹ 58,500 - ₹ 91,400
",discontinued,Sports Commuter,Petrol,147.5cc,NaN,Air Cooling,147.5 cc,13.7 Bhp @ 8500 rpm,12.3 Nm @ 6000 rpm,1,2020 mm,730 mm,1100 mm,790 mm,165 mm,1260 mm,136 kg,16 litres,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Analog,Analog,Analog,NaN,1
631,TVS,TVS Apache (2018),"
₹ 80,035 - ₹ 1,09,705
",discontinued,Sports Commuter,Petrol,"159.7cc, 4-stroke, Single cylinder",UCAL BS-26,Air Cooling,159.7 cc,15.2 Bhp @ 8500 rpm,13.1 Nm @ 4000 rpm,1,2085 mm,730 mm,1105 mm,790 mm,165 mm,1300 mm,137 kg,16 litres,62 mm,52.9 mm,5,"Wet, Multi Plate",NaN,270mm Petal Disc,130mm Drum,"Telescopic Forks, 105 mm Stroke",Monotube Inverted Gas-filled shox (MIG) with spring aid,17.7 secs,Digital,Analog,Digital,Digital,1
632,TVS,TVS Centra,"
₹ 35,000
",discontinued,Commuter,Petrol,99.8 cc,NaN,NaN,NaN,7.5 [email protected] 7500 rpm,[email protected] 5000 rpm,1,NaN,NaN,NaN,NaN,51.00 mm,1250.00 mm,106.00 kg,13.00 litres,NaN,NaN,5,NaN,NaN,Drum,Drum,NaN,NaN,NaN,Analogue,None,None,NaN,0
633,TVS,TVS Concept Bike,"
₹ 80,000 - ₹ 1,45,000
",discontinued,Sports Commuter,Petrol,"4 stroke, Single",NaN,Air Cooling,159.7 cc,[email protected],[email protected],1,2020.00 mm,730.00 mm,1050.00 mm,NaN,180.00 mm,1300.00 mm,136.00 kg,16.00 litres,62 mm,52.9 mm,5,Multiplate Wet,NaN,270mm Disc,130 mm Drum,"Telescopic Forks, 105 mm Stroke",Monotube Inverted Gas Filled Shox,18.81 secs,Digital,Analogue,Digital-1,NaN,1
634,TVS,TVS Fiero,"
₹ 48,000 - ₹ 50,000
",discontinued,Commuter,Petrol,"147.5cc, Single Cylinder Engine",NaN,NaN,147.5 cc,12 Bhp @ 7000 rpm,10.5 Nm @ 6500 rpm,1,NaN,NaN,NaN,NaN,155.00 mm,1270.00 mm,126.00 kg,12.00 litres,NaN,NaN,5,NaN,NaN,Disc,Drum,NaN,NaN,NaN,Analogue,None,None,NaN,0
635,TVS,TVS Flame,"
₹ 51,700
",discontinued,Commuter,Petrol,124.6cc,NaN,Air Cooling,124 cc,10.3 Bhp @ 7500 rpm,10 Nm @ 6000 rpm,1,2030.00 mm,760.00 mm,1070.00 mm,NaN,165.00 mm,1320.00 mm,123.00 kg,9.50 litres,54.5 mm,53.5 mm,4,NaN,NaN,240mm Disc,Drum 130mm dia,Telescopic Hydraulic Fork,Twin Tube 5 step adjustable Gas filled,NaN,Analogue,None,Digital-1,NaN,1
636,TVS,TVS Flame (2010),"
₹ 49,600 - ₹ 54,700
",discontinued,Commuter,Petrol,"3 valve, 4 stroke",NaN,Air Cooling,NaN,10.5 Bhp @ 7500 rpm,10 Nm @ 6000 rpm,1,2030.00 mm,760.00 mm,1070.00 mm,NaN,165.00 mm,1320.00 mm,123.00 kg,9.50 litres,54.5 mm,53.5 mm,4,NaN,NaN,130mm Drum,130mm Drum,Telescopic Hydraulic Fork,Twin Tube 5 step adjustable Gas filled,NaN,Digital,Analogue,Digital-1,NaN,0
637,TVS,TVS Jive,"
₹ 45,000 - ₹ 47,000
",discontinued,Commuter,Petrol,"109.7cc, 4-sroke",NaN,Air Cooling,109.7 cc,"8,4 Bhp @ 7500 rpm",8.3 Nm @ 5500 rpm,1,1975.00 mm,700.00 mm,1060.00 mm,NaN,165.00 mm,1260.00 mm,115.00 kg,15.00 litres,53.5 mm,48.8 mm,4,NaN,NaN,130mm Drum,110mm Drum,Telescopic Forks,"Hydraulic, Coaxial springs",NaN,Analogue,None,None,NaN,1
638,TVS,TVS Max (2008),"
NA
",discontinued,Commuter,NaN,98.2cc,NaN,NaN,NaN,[email protected],NaN,NaN,NaN,NaN,NaN,NaN,140.00 mm,1217.00 mm,98.00 kg,12.00 litres,NaN,NaN,4 Speed,NaN,NaN,Drum,NaN,NaN,NaN,NaN,Analogue,None,None,NaN,0
639,TVS,TVS Samurai,"
NA
",discontinued,Commuter,NaN,98.2cc,NaN,NaN,NaN,[email protected],NaN,NaN,NaN,NaN,NaN,NaN,NaN,1217.00 mm,NaN,NaN,NaN,NaN,4 Speed,NaN,NaN,Drum,NaN,NaN,NaN,NaN,Analogue,None,None,NaN,0
640,TVS,TVS Scooty (2008),"
NA
",discontinued,Scooterette,NaN,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1220.00 mm,79.50 kg,3.50 litres,NaN,NaN,Automatic,NaN,NaN,Drum,NaN,NaN,NaN,NaN,Analogue,None,None,NaN,1
641,TVS,TVS Scooty (2010),"
₹ 31,000 - ₹ 48,000
",discontinued,Scooter,Petrol,59.9cc,NaN,Air Cooling,59.9 cc,3.5 Bhp @ 5500 rpm,4.5 Nm @ 5000 rpm,1,1685.00 mm,590.00 mm,1060.00 mm,NaN,140.00 mm,1220.00 mm,82.00 kg,4.50 litres,NaN,NaN,Automatic,NaN,NaN,Drum 110mm,Drum 130mm,Leading Link,Twinshox,NaN,Analogue,None,None,NaN,1
642,TVS,TVS Shogun,"
₹ 18,000
",discontinued,Commuter,Petrol,"108.2cc, 1-Cylinder, 2-Stroke, Air-Cooled, Reed Valve",Carb,Air-Cooled,108.2 cc,14 BHP @ 8500 rpm,11.4 NM @ 8250 rpm,1,1895 mm,725 mm,1053 mm,NaN,156 mm,1208 mm,114 kg,12 litres,52.5 mm,50.0 mm,4,Wet Multi-plate Type,NaN,130mm Dia Internal Expanding Drum,130mm Dia Internal Expanding Drum,"Telescopic, Oil Damped","Swing Arm, Hydraulic Shock Absorber with Coaxial Springs",NaN,Analog,Analog,NaN,NaN,0
643,TVS,TVS Spectra,"
NA
",discontinued,Scooterette,NaN,147.5cc,NaN,NaN,NaN,[email protected],NaN,NaN,NaN,NaN,NaN,NaN,130.00 mm,1300.00 mm,130.00 kg,6.00 litres,NaN,NaN,4 Speed,NaN,NaN,Drum,NaN,NaN,NaN,NaN,Analogue,None,None,NaN,0
644,TVS,TVS Star (2009),"
₹ 33,000
",discontinued,Commuter,Petrol,99.7cc,NaN,NaN,NaN,[email protected],[email protected],1,NaN,NaN,NaN,NaN,NaN,1250.00 mm,108.00 kg,16.00 litres,NaN,NaN,4,NaN,NaN,Drum,NaN,NaN,NaN,NaN,Analogue,None,None,NaN,0
645,TVS,TVS Star (2014),"
₹ 39,200 - ₹ 46,500
",discontinued,Commuter,Petrol,"109.7cc, OHC",NaN,Air Cooling,109.7 cc,8.2 Bhp @ 7500 rpm,8.1 Nm @ 5000 rpm,1,2005.00 mm,NaN,NaN,NaN,165.00 mm,1240.00 mm,115.00 kg,16.00 litres,NaN,NaN,4,"Wet, Multi plate",NaN,130mm Drum,110mm Drum,Telescopic Forks,"Hydraulic, Coaxial springs",NaN,Analogue,None,None,NaN,1
646,TVS,TVS Super,"
NA
",discontinued,Moped,NaN,69.9cc,NaN,NaN,NaN,[email protected] rpm,[email protected],NaN,NaN,NaN,NaN,NaN,196.00 mm,1222.00 mm,66.00 kg,4.00 litres,NaN,NaN,Automatic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Analogue,None,None,NaN,0
647,TVS,TVS Victor (2007),"
₹ 44,000 - ₹ 48,600
",discontinued,Commuter,Petrol,124.8 cc,NaN,Air Cooling,NaN,10 ps @ 7500 rpm,9.5 nm @ 5500 rpm,1,NaN,NaN,NaN,NaN,164.00 mm,1260.00 mm,122.00 kg,13.00 litres,NaN,NaN,4,NaN,NaN,Drum,NaN,NaN,NaN,NaN,Analogue,None,None,NaN,1
648,TVS,TVS Draken,"
₹ 1,60,000
",no-launch-plans,Naked,Petrol,"249.2cc, 4-valve, DOHC, Short-Stroke, Single-Cylinder, Race Inspired Engine",NaN,Liquid Cooling,249.2 cc,38.5 BHP @ 12000 rpm,23 NM @ 9500 rpm,1,NaN,NaN,NaN,800 mm,170 mm,1340 mm,134 kg,10 litres,77 mm,53.5 mm,6,Wet Multiplate,NaN,Single Petal Disc,Single Petal Disc,USD Telescopic Forks,Offset Monoshock Suspension,NaN,Digital,Analog,Digital,Digital,1
649,TVS,TVS Velocity,"
₹ 80,000
",no-launch-plans,Sports Commuter,Petrol,159.7cc,NaN,Air Cooling,159.7 cc,15.2 Bhp @ 8500 rpm (Expected),13.1 Nm @ 6000 rpm (Expected),1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62 mm,52.9 mm,5,"Wet, Multi Plate",NaN,Kitaco Disc,Kitaco Disc,Upside down forks (Mito),YSS Monoshock unit,NaN,Digital,Analogue,Digital-2,NaN,1
650,Ultra Motors,Ultra Motors Fun,"
NA
",available,Scooterette,NaN,250W Motor,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82.00 kg,NaN,NaN,NaN,Automatic,NaN,NaN,Drum,Drum,NaN,NaN,NaN,Analogue,None,None,NaN,1
651,Ultra Motors,Ultra Motors Marathon,"
NA
",available,Scooterette,NaN,NaN,NaN,Air Cooling,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82.00 kg,NaN,NaN,NaN,Automatic,NaN,NaN,Air Cooling,Drum,Fork Telescopic Suspension System,NaN,NaN,None,Analogue,Analogue-1,NaN,1
652,Ultra Motors,Ultra Motors Shakti,"
NA
",available,Scooterette,NaN,250W Motor,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Automatic,NaN,NaN,Drum,Drum,NaN,NaN,NaN,Analogue,None,None,NaN,1
653,Ultra Motors,Ultra Motors Velo Plus,"
NA
",available,Scooterette,NaN,NaN,NaN,Air Cooling,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.00 kg,NaN,NaN,NaN,Automatic,NaN,NaN,Drum,Drum,Front Fork Telescopic Suspension System,NaN,NaN,Analogue,None,Analogue-1,NaN,1
654,Ultra Motors,Ultra Motors Velociti,"
NA
",available,Scooterette,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88.00 kg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Drum,Front Fork Telescopic Suspension System,NaN,NaN,NaN,NaN,NaN,NaN,1
655,UM,UM Renegade,"
₹ 1,10,000 - ₹ 9,90,000
",available,Sports Cruiser,Petrol,"Single Cylinder, 4 Stroke, 4 valve, Liquid Cooled, Spark Ignition",Electronic Fuel Injection (EFi),Liquid-cooled,279.5 cc,24.8 BHP @ 8500 rpm,23 NM @ 7000 rpm,1,2257 mm,780 mm,1140 mm,750 mm,200 mm,1545 mm,177 kg,18 litres,74 mm,65 mm,6,Wet Multi-plate,Synchronous Mesh Overdrive,"280mm Disc, 2 Piston Caliper",130mm Drum,"Hydraulic Telescopic, 41mm (Max Compression: 110 mm)",Twin Hydraulic Shocks With Spring ( Adjustable ),NaN,1,NaN,1,NaN,1
656,UM,UM Duramax,"
₹ 55,000 - ₹ 60,000
",expected,Cruiser,Petrol,NaN,NaN,Air Cooling,133 cc,10.57 BHP @ 8500 rpm,9.7 NM @ 7500 rpm,1,2000 mm,740 mm,1050 mm,745 mm,125 mm,1300 mm,NaN,10 litres,58.5 mm,49.5 mm,5,NaN,NaN,Disc,Drum,Hydraulic Telescopic,Hydraulic With Spring,NaN,NaN,NaN,NaN,NaN,1
657,UM,UM Fastwind,"
NA
",expected,Commuter,NaN,"1 Cylinder, 4 Stroke",NaN,Air Cooling,196 cc,16.1 Bhp @ 8000 rpm,13.96 Nm @ 7000 rpm,1,2000 mm,700 mm,1700 mm,780 mm,NaN,1325 mm,127 kg,17.41 litres,67 mm,55.7 mm,5 Speed,NaN,NaN,Disc,Disc,Hydraulic Telescopic,Monoshock System,NaN,Digital,Digital,Digital-2,NaN,1
658,UM,UM Flash,"
₹ 45,000
",expected,Scooter,Petrol,"1-cylinder, 4-stroke",NaN,Air cooling,125 cc,8.72 BHP @ 7700 rpm,9 NM @ 6000 rpm,1,2015 mm,710 mm,1005 mm,770 mm,NaN,1250 mm,NaN,NaN,54 mm,54 mm,4,NaN,NaN,Hydraulic Ventilated Disc,Drum,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN
659,UM,UM Hypersport,"
₹ 1,60,000
",expected,Off-road,Petrol,"Single cylinder, 4-stroke",PZ30 (Carburetor),Air Cooling,223 cc,16 HP @ 7500 rpm,17.69 Nm @ 5500 rpm,1,2110 mm,820 mm,1090 mm,820 mm,NaN,1390 mm,NaN,NaN,65.5 mm,66.2 mm,5,NaN,NaN,Hydraulic Ventilated Disc,Hydraulic Ventilated Disc,Telescopic hydraulic forks,Hydraulic monoshock with spring,NaN,Digital,Analog,Digital,Digital,1
660,UM,UM Nitrox,"
₹ 55,000
",expected,Commuter,Petrol,"1-Cylinder, 4 Stroke",Carburetor,Air cooling,149.4 cc,8.38 BHP @ 8000 rpm,10 NM @ 7500 rpm,1,2090 mm,715 mm,1280 mm,800 mm,150 mm,1300 mm,NaN,14 litres,62 mm,49.5 mm,5,NaN,NaN,Disc,Drum,Hydraulic Telescopic,Spring Shock Absorber,NaN,1,1,NaN,NaN,1
661,Vibgyor,Vibgyor Gallop,"
NA
",available,Commuter,NaN,"97.2cc, 4-stroke",NaN,Air Cooling,97.2 cc,6.71 Bhp @ 8500 rpm,6.5 Nm @ 6000 rpm,1,1930.00 mm,740.00 mm,800.00 mm,NaN,170.00 mm,1200.00 mm,87.00 kg,13.00 litres,50 mm,49.5 mm,4 Speed,Wet Multi plate,NaN,110mm Drum,110mm Drum,Telescopic Front Fork,Hydraulic Shock Absorber,NaN,Analogue,Analogue,None,NaN,1
662,Vibgyor,Vibgyor Hunter,"
NA
",available,Commuter,NaN,"125cc, 4-stroke",NaN,Air Cooling,125 cc,9.5 Bhp @ 9000 rpm,NA,1,1930.00 mm,740.00 mm,800.00 mm,NaN,170.00 mm,1200.00 mm,87.00 kg,13.00 litres,50 mm,49.5 mm,4 Speed,Wet Multi plate,NaN,110mm Drum,110mm Drum,Telescopic Front Fork,Hydraulic Shock Absorber,NaN,Analogue,Analogue,None,NaN,1
663,Vibgyor,Vibgyor Shark,"
NA
",available,Commuter,NaN,"150cc, 4-stroke",NaN,Air Cooling,150 cc,13 Bhp @ 9500 rpm,NA,1,1930.00 mm,740.00 mm,800.00 mm,NaN,170.00 mm,1200.00 mm,87.00 kg,13.00 litres,50 mm,49.5 mm,4 Speed,Wet Multi plate,NaN,110mm Drum,110mm Drum,Telescopic Front Fork,Hydraulic Shock Absorber,NaN,Analogue,Analogue,None,NaN,1
664,Vibgyor,Vibgyor Vida,"
NA
",available,Scooterette,NaN,125cc,NaN,Air Cooling,125 cc,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Automatic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Analogue,None,None,NaN,1
665,Victory,Victory Cross,"
₹ 15,00,000 - ₹ 18,00,000
",expected,Touring,Petrol,4-Stroke 50° V-Twin,Electronic Fuel Injection With Dual 45mm Throttle Bod,Air/Oil,1731 cc,97 Bhp,153 Nm,2,2652 mm,NaN,NaN,667 mm,148 mm,1670 mm,338 kg,22 litres,101 mm,108 mm,6,"Wet, multi-plate",NaN,Dual 300mm Floating Rotor With 4-Piston Calipers,300mm Floating Rotor With 2-Piston Caliper,"Inverted Cartridge Telescopic Fork, 43mm Diameter, 5.1 In/130mm Travel","Single, Mono-Tube Gas, Cast Aluminum With Constant Rate Linkage, 4.7 In/120 mm Travel, Air Adjustable",NaN,Analog,Analog,Digital-2,NaN,1
666,Victory,Victory Hammer,"
₹ 12,50,000 - ₹ 15,00,000
",expected,Cruiser,Petrol,"1731cc, V-Twin",NaN,Liquid Cooling,1731 cc,97 Bhp,153 Nm,2,2366.00 mm,NaN,NaN,NaN,148.00 mm,1669.00 mm,305.00 kg,17.00 litres,101 mm,108 mm,6,"Wet, multi-plate",NaN,Dual 300mm floating rotor,300mm floating rotor,Inverted cartridge telescopic fork,"Single, mono-tube gas",NaN,Analogue,None,Digital-2,NaN,1
667,Victory,Victory Kingpin,"
₹ 13,00,000
",expected,Cruiser,Petrol,"1731cc, V-Twin",NaN,Liquid Cooling,1731 cc,97 Bhp,153 Nm,2,2537.00 mm,NaN,NaN,NaN,135.00 mm,1666.00 mm,300.00 kg,17.00 litres,101 mm,108 mm,6,"Wet, multi-plate",NaN,300mm floating rotor,300mm floating rotor,Inverted cartridge telescopic fork,"Single, mono-tube gas",NaN,Analogue,None,Digital-2,NaN,1
668,Victory,Victory Octane,"
₹ 13,00,000
",expected,Cruiser,Petrol,"60 Degree V-Twin, DOHC, 4 Valves Per Cylinder",Sequential Fuel Injection with Single 60mm Throttle Body,Liquid-Cooled,1179 cc,104 HP @ 8000 rpm,103 NM @ 6000 rpm,2,2286' mm,NaN,NaN,658 mm,NaN,1578 mm,NaN,12.90 litres,101.0 mm,73.6 mm,6,"Wet, Multi-Plate",NaN,298mm Disc with Dual Piston Caliper,Disc with Single Piston Caliper,41mm Damper Tube Forks with Dual-Rate Springs,"Twin Shocks with Dual-Rate Springs, Adjustable Pre-load",NaN,Analog,Analog,Digital,Digital,1
